4.100000000000000000e+01	4.700386450139192873e-01	6.097560975609756309e-03	1.500000000000000000e+01	1.345038645013919343e+00
1.600000000000000000e+01	1.335487657044843068e+00	7.499999999999999722e-03	4.000000000000000000e+01	1.755487657044842997e+00
9.100000000000000000e+01	1.726459797272809293e+00	6.153846153846154708e-03	1.400000000000000000e+01	3.686459797272809702e+00
2.700000000000000000e+01	3.671690499867307000e+00	5.185185185185185903e-03	1.010000000000000000e+02	4.161690499867306769e+00
1.860000000000000000e+02	4.049138718325566266e+00	6.290322580645160526e-03	1.680000000000000000e+02	8.144138718325566018e+00
3.700000000000000000e+01	7.882582616622283211e+00	7.567567567567568335e-03	1.050000000000000000e+02	8.862582616622283638e+00
2.400000000000000000e+01	8.691494112201052502e+00	3.333333333333333547e-03	7.640000000000000000e+02	8.971494112201051863e+00
3.000000000000000000e+01	7.757034067831647839e+00	7.000000000000000146e-03	1.087000000000000000e+03	8.492034067831648159e+00
7.800000000000000000e+01	6.839189870181551889e+00	6.025641025641024877e-03	9.630000000000000000e+02	8.484189870181552351e+00
1.000000000000000000e+02	7.011577084567344187e+00	5.799999999999999600e-03	4.205000000000000000e+03	9.041577084567343547e+00
1.930000000000000000e+02	3.424522457842477330e+00	5.492227979274611621e-03	3.530000000000000000e+02	7.134522457842477294e+00
6.000000000000000000e+00	6.625361134245993711e+00	3.333333333333333547e-03	1.559000000000000000e+03	6.695361134245993995e+00
2.000000000000000000e+02	4.660480437691721711e+00	5.699999999999999338e-03	3.060000000000000000e+02	8.650480437691721036e+00
1.820000000000000000e+02	8.162562764390154157e+00	4.945054945054944834e-03	2.165000000000000000e+03	1.131256276439015451e+01
2.300000000000000000e+01	7.662047336247346685e+00	6.956521739130435041e-03	4.610000000000000000e+02	8.222047336247346294e+00
1.400000000000000000e+01	7.511087111798872229e+00	4.285714285714285927e-03	2.339000000000000000e+03	7.721087111798872193e+00
1.180000000000000000e+02	4.560186938961114045e+00	5.762711864406779884e-03	1.930000000000000000e+02	6.940186938961113938e+00
8.000000000000000000e+00	6.663359844863912862e+00	7.499999999999999722e-03	1.097000000000000000e+03	6.873359844863912826e+00
8.200000000000000000e+01	5.382559322337799657e+00	4.756097560975609644e-03	1.200000000000000000e+01	6.747559322337799870e+00
3.400000000000000000e+01	6.730426009700145151e+00	5.000000000000000104e-03	6.100000000000000000e+01	7.325426009700144903e+00
6.300000000000000000e+01	7.234902576587707301e+00	4.920634920634920847e-03	2.186000000000000000e+03	8.319902576587708154e+00
1.540000000000000000e+02	5.213340764491395163e+00	5.649350649350649671e-03	2.420000000000000000e+02	8.258340764491395092e+00
1.700000000000000000e+01	7.880275818373106311e+00	5.294117647058823282e-03	1.800000000000000000e+01	8.195275818373106702e+00
1.780000000000000000e+02	8.166959202635485582e+00	4.606741573033707425e-03	1.810000000000000000e+02	1.103695920263548480e+01
2.800000000000000000e+01	1.070871254688551133e+01	6.428571428571428457e-03	2.477000000000000000e+03	1.133871254688551211e+01
1.510000000000000000e+02	7.215270113671432561e+00	5.099337748344370640e-03	1.100000000000000000e+01	9.910270113671433734e+00
1.160000000000000000e+02	9.891233512490961388e+00	4.568965517241379420e-03	2.178000000000000000e+03	1.174623351249096181e+01
1.150000000000000000e+02	7.999438469495004256e+00	4.782608695652174578e-03	2.300000000000000000e+01	9.924438469495004966e+00
1.660000000000000000e+02	9.884627082986421343e+00	5.662650602409638641e-03	1.190000000000000000e+02	1.317462708298642227e+01
1.900000000000000000e+01	1.293813500018637797e+01	5.263157894736841987e-03	1.586000000000000000e+03	1.328813500018637761e+01
1.160000000000000000e+02	1.029857585628141159e+01	4.396551724137931320e-03	5.900000000000000000e+01	1.208357585628141173e+01
1.300000000000000000e+02	1.197103823995228034e+01	4.846153846153846388e-03	3.100000000000000000e+01	1.417603823995228041e+01
1.500000000000000000e+01	1.411191582420379653e+01	6.666666666666667095e-03	2.057000000000000000e+03	1.446191582420379618e+01
7.000000000000000000e+00	1.047951283678892054e+01	5.714285714285714281e-03	2.273000000000000000e+03	1.061951283678892111e+01
