Oxymax Feeding Bouts CSV File ,,,,,,,,,,,,,
,,,,,,,,,,,,,
CSV FILE CREATION:20/02/2015 14:05:18,,,,,,,,,,,,,
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\17-02-15\2015-02-17.BDTA,,,,,,,,,,,,,
,,,,,,,,,,,,,
GROUP/CAGE:0106,,,,,,,,,,,,,
SUBJECT ID:Subject 6,,,,,,,,,,,,,
SUBJECT MASS:446 grams,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
:DATA,,,,,,,,,,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,,,,,
#,#,#,,,,seconds,grams,grams,,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,,
1,1,10601,17/02/2015,09:31:22,09:31:42,20,0.2,0.2,,,,,
2,1,10601,17/02/2015,09:31:56,09:33:37,101,0.74,0.94,,,,,
3,1,10601,17/02/2015,09:34:26,09:34:54,28,0.19,1.13,,,,,
4,16,10601,17/02/2015,13:05:56,13:08:47,171,1.08,2.21,,,,,
5,22,10601,17/02/2015,14:35:36,14:35:45,9,0.09,2.3,,,,,
6,22,10601,17/02/2015,14:36:06,14:38:32,146,0.96,3.26,,,,,
7,28,10601,17/02/2015,16:02:22,16:03:47,85,0.52,3.78,,,,,
8,29,10601,17/02/2015,16:04:14,16:07:47,213,1.13,4.91,,,18:50,4.96,0
9,36,10601,17/02/2015,17:54:18,17:54:24,6,0.03,4.94,,,18:51,4.96,0
10,37,10601,17/02/2015,18:02:57,18:02:59,2,0.07,5.01,,,18:52,4.96,0
11,37,10601,17/02/2015,18:03:27,18:03:43,16,-0.08,4.93,,,18:53,5.18,0.22
12,40,10601,17/02/2015,18:45:15,18:45:17,2,0.02,4.95,,,18:54,5.18,0.22
13,40,10601,17/02/2015,18:49:11,18:49:12,1,0.07,5.02,,,18:55,5.74,0.78
14,40,10601,17/02/2015,18:49:54,18:50:08,14,-0.06,4.96,,,18:56,6.03,1.07
15,40,10601,17/02/2015,18:53:00,18:53:42,42,0.22,5.18,,,18:57,6.03,1.07
16,40,10601,17/02/2015,18:53:54,18:54:43,49,0.3,5.48,,,18:58,6.03,1.07
17,40,10601,17/02/2015,18:55:27,18:56:18,51,0.26,5.74,,,18:59,6.03,1.07
18,41,10601,17/02/2015,18:56:48,18:57:45,57,0.29,6.03,,,19:00,6.03,1.07
19,41,10601,17/02/2015,19:04:42,19:05:50,68,0.29,6.32,,,19:01,6.03,1.07
20,41,10601,17/02/2015,19:06:24,19:07:00,36,0.16,6.48,,,19:02,6.03,1.07
21,41,10601,17/02/2015,19:10:41,19:11:07,26,0.16,6.64,,,19:03,6.03,1.07
22,43,10601,17/02/2015,19:31:29,19:33:33,124,0.64,7.28,,,19:04,6.32,1.36
23,43,10601,17/02/2015,19:34:13,19:35:08,55,0.3,7.58,,,19:05,6.32,1.36
24,46,10601,17/02/2015,20:14:06,20:14:39,33,0.21,7.79,,,19:06,6.48,1.52
25,46,10601,17/02/2015,20:15:17,20:15:41,24,0.18,7.97,,,19:07,6.48,1.52
26,46,10601,17/02/2015,20:16:15,20:16:52,37,0.19,8.16,,,19:08,6.48,1.52
27,47,10601,17/02/2015,20:22:11,20:25:02,171,0.78,8.94,,,19:09,6.48,1.52
